"n","z","panel"
50,0.998873678589313,"n = 50"
50,-0.625373549344294,"n = 50"
50,-1.80202936252711,"n = 50"
50,-1.51336211255571,"n = 50"
50,1.1060967527629,"n = 50"
50,-0.546252575303638,"n = 50"
50,1.05493949223725,"n = 50"
50,-0.409661937999039,"n = 50"
50,-1.57301660045157,"n = 50"
50,0.174690197078833,"n = 50"
50,0.550243561485056,"n = 50"
50,1.28755928381103,"n = 50"
50,0.61766290242762,"n = 50"
50,-0.555477245405361,"n = 50"
50,0.0609150807731187,"n = 50"
50,-1.33988124397827,"n = 50"
50,1.08913316715013,"n = 50"
50,-0.109979488968786,"n = 50"
50,-0.102267051670882,"n = 50"
50,0.80575268331361,"n = 50"
50,-0.0714157495732382,"n = 50"
50,0.414073089105025,"n = 50"
50,-0.41198648334774,"n = 50"
50,0.71651712618894,"n = 50"
50,-0.802439064289097,"n = 50"
50,2.81736901015105,"n = 50"
50,-0.407874303459234,"n = 50"
50,0.592874084974521,"n = 50"
50,-0.527535394586894,"n = 50"
50,-0.463876098502454,"n = 50"
50,2.48661274819216,"n = 50"
50,-0.568346550958753,"n = 50"
50,-0.664852471387707,"n = 50"
50,3.37848020183013,"n = 50"
50,1.93179538089545,"n = 50"
50,-0.151491136178909,"n = 50"
50,-0.2271893356495,"n = 50"
50,0.663109419031576,"n = 50"
50,-0.478442377117928,"n = 50"
50,-0.85353071976436,"n = 50"
50,0.524097302712939,"n = 50"
50,-1.81299960728357,"n = 50"
50,-0.171708627636047,"n = 50"
50,-0.422074931653794,"n = 50"
50,0.730221421016515,"n = 50"
50,0.23630436301529,"n = 50"
50,-1.70983089279531,"n = 50"
50,-0.865629384098975,"n = 50"
50,0.436546117018603,"n = 50"
50,0.142526421515121,"n = 50"
50,-0.312864718508423,"n = 50"
50,-2.18226335877789,"n = 50"
50,0.593647834624202,"n = 50"
50,1.94278140768342,"n = 50"
50,-0.740221208054583,"n = 50"
50,-0.760641361670961,"n = 50"
50,-0.487231392228522,"n = 50"
50,-0.888903574139009,"n = 50"
50,0.732379767451945,"n = 50"
50,1.45625317495054,"n = 50"
50,1.6544741654717,"n = 50"
50,2.18919660940171,"n = 50"
50,0.413484590072324,"n = 50"
50,2.74803462607609,"n = 50"
50,0.579500921348957,"n = 50"
